Annotation Results of RA Expanded Metagenomic Datasets																																																																																											
Species	RAF101	RAF102	RAF106	RAF107	RAF111	RAF112	RAF113	RAF116	RAF117	RAF120	RAF122	RAF123	RAF124	RAF125	RAF126	RAF127	RAF128	RAF129	RAF131	RAF132	RAF135	RAF137	RAF138	RAF139	RAF140	RAF142	RAF143	RAF146	RAF147	RAF149	RAF150	RAF151	RAF153	RAF158	RAF159	RAF160	RAF161	RAF166	RAF167	RAF170	RAF174	RAF177	RAF179	RAF180	RAF184	RAF185	RAF186	RAF187	RAF25	RAF44	RAF58	RAF61	RAF63	RAF68	RAF71	RAF74	RAF75	RAF77	RAF78	RAF79	RAF80	RAF81	RAF84	RAF86	RAF87	RAF88	RAF89	RAF90	RAF92	RAF95	RAF96	RA10	RA11	RA12	RA13	RA14	RA15	RA16	RA17	RA18	RA1	RA2	RA3	RA4	RA5	RA6	RA7	RA8	RA9	RA19	RA20
Clostridium_sp_CAG_813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02381	0.60456	0	0	0
Prevotella_corporis	0	0	0	0.00114	0.60159	0	0	0	0	0	0	0	0.00391	0	0	0	0	0.00539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0.02191	0	0
Clostridium_symbiosum	0	0	0	0	0	0	0	0	0	0.11277	0.03112	0	0	0	0.05824	0	0	0	0	0	0	0	0.02226	0	0	0	0	0	0.02966	0	0	0	0	0	0	0	0	0	0	0.0236	0	0	0	0.00329	0	0	0	0	0	0	0	0	0.16772	0	0	0.00537	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05719	0.11075	0	0	0	0	0	0	0	0.00426	0	0	0.00129	0	0	0	0	0	0	0	0.02961	0
Prevotella_bivia	0	0	0	0	0.47108	0	0	0	0	0	0	0.01543	0.02789	0	0	0	0	0	0	0	0	0	0	0	0.03071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01068	0	0	0	0	0.03748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_CAG_533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14946	0	0	0	0	0	0	0	0	0.07095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11768	0	0	0	0	0	0	0	0.0121	0	0	0	0	0	0	0	0.22984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_CAG_793	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1053	0	0	0	0	0	0	0	0	0	0.0078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_mitis	0	0.05265	0	0	0	0	0.0024	0	0	0	0	0	0	0	0.0287	0.0376	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0311	0	0	0	0	0	0	0.00364	0	0	0	0	0	0	0.00291	0.05429	0	0.01113	0.01874	0.01309	0	0	0	0	0.03519	0.00906	0	0	0.00123	0	0	0	0	0	0	0.00449	0.07236	0	0	0	0	0	0.00265	0	0.14796	0.00123	0	0	0.00089	0	0	0	0	0	0.00209	0	0	0	0.00206	0.00496	0	0
Eisenbergiella_massiliensis	0	0	0	0	0	0	0	0	0	0.27797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0.20209	0	0
Blautia_sp_CAG_257	0	0	0	0	0	0	0	0	0	0	0	0.01842	0	0	0.11055	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03324	0.07	0	0	0	0	0	0	0	0	0	0.00219	0	0	0	0	0	0	0	0	0	0	0	0	0.00526	0.05661	0	0	0	0	0	0	0.04739	0	0	0	0	0	0	0	0	0.14798	0.01488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_CAG_277	0	0	0	0.00362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01816	0	0	0	0	0	0	0	0	0	0.1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05034	0	0	0	0.00921	0.17855	0	0	0	0	0	0	0.10247	0.01916	0	0	0	0	0	0	0	0	0	0
Porphyromonas_endodontalis	0	0	0	0	0	0	0	0	0	0	0.48685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcus_sp_CAG_382	0.00448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01079	0	0	0	0	0	0	0	0	0.43751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03372	0	0	0	0	0	0	0	0	0	0
Alistipes_sp_CAG_268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22231	0	0	0	0.2456	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_oralis	0	0.00284	0	0	0	0	0	0	0	0	0	0	0.0014	0	0.01989	0	0	0	0.00685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01497	0	0.00669	0	0	0	0	0	0.0061	0	0.05194	0	0.00427	0	0	0	0	0.02184	0.00106	0	0	0	0	0	0.00477	0	0	0	0	0	0	0	0	0	0	0.00351	0	0.29146	0	0	0	0	0	0	0	0.01092	0	0.0007	0	0.00461	0	0.00477	0.00271	0	0.00653
Eubacterium_sp_AM18_10LB_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34271	0.01076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07158	0	0.02208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_CAG_265	0	0	0	0	0	0	0	0	0	0	0	0	0.01419	0.05524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11358	0.00464	0	0	0	0	0	0	0	0	0	0.02267	0	0	0.00775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00974	0	0	0	0	0.0133	0.17916	0	0	0	0.01169	0.01095	0.00157	0	0	0	0	0	0	0	0
Megasphaera_elsdenii	0	0.01893	0	0	0	0	0	0	0	0	0	0	0.02574	0	0	0	0	0	0.03357	0	0	0	0	0	0	0.00708	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16901	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01399	0	0	0	0.0454	0.11955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_citroniae	0	0	0	0	0.01111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00388	0	0	0	0.01884	0	0	0	0	0	0	0	0.0126	0.02383	0.00151	0.00922	0	0	0	0.04399	0	0	0	0	0	0	0	0	0.0616	0.01237	0.00758	0.02188	0	0	0	0	0	0	0	0.01423	0	0	0	0	0	0	0.16558	0	0	0	0	0	0.00304	0.0038	0.01148	0.00205	0	0	0.00192	0	0	0	0	0	0	0.02095	0.01036
Lachnospiraceae_bacterium_OF09_33XD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00244	0	0	0	0	0.01138	0	0	0	0	0	0	0	0	0.01279	0	0	0	0	0	0	0	0.00541	0.0459	0	0.00093	0.03972	0	0.00614	0.02205	0.00515	0.02175	0.02697	0.01016	0.00564	0.04784	0.04438	0.00432	0.00158	0.10424	0.00529	0
Clostridiales_bacterium_KLE1615	0.00624	0	0.00338	0	0.00391	0	0.00163	0	0	0	0.0059	0	0.00102	0	0.0175	0	0	0	0.0066	0	0	0	0	0	0	0	0.00064	0	0	0	0.00258	0	0	0	0	0.00362	0	0	0.00464	0	0	0.01152	0.00871	0	0.00204	0	0	0.00303	0.00707	0	0.00185	0	0	0	0	0	0.00287	0	0	0	0.00653	0.00047	0	0	0	0	0	0	0	0	0	0.00055	0.00502	0.01751	0.02153	0.01493	0.00557	0.0143	0.02197	0.02899	0.0332	0	0	0	0.02215	0.10375	0.00125	0.02152	0	0	0.00293
Anaerotruncus_sp_CAG_390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Gastranaerophilales_bacterium_HUM_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium_sp_CAG_161	0.04432	0	0.08139	0	0	0	0	0.01324	0.12591	0	0	0	0	0	0	0	0	0	0.00319	0	0	0	0	0	0	0	0	0	0	0	0.01294	0.00058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0	0	0	0	0	0	0.05044	0.01896	0	0	0.01557	0	0	0.00537	0	0	0	0	0	0	0	0
Comamonas_kerstersii	0	0	0	0	0	0	0	0	0	0	0.28958	0	0	0	0	0	0	0	0.00182	0	0	0.03738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02962	0	0	0	0	0	0	0	0.02519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_sp_ICM47	0	0.01956	0.00552	0	0	0	0	0	0	0	0	0	0	0	0.02832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00851	0	0	0	0	0	0	0	0.01018	0	0	0	0	0	0	0.00614	0.01552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00452	0	0.07663	0.02986	0.00182	0.00188	0	0	0.00103	0.00388	0.02951	0.01338	0.02464	0	0.00183	0.00314	0.00372	0.08286	0.0609	0
Solobacterium_moorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00763	0.0009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00123	0	0	0	0	0	0	0	0	0	0	0.02844	0	0	0	0	0	0	0.30345	0	0
Lactobacillus_oris	0	0	0	0	0	0	0	0.01302	0	0	0	0	0	0	0.00229	0	0	0	0.03522	0	0	0	0	0	0	0	0	0	0	0	0.0209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28503	0.00771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_CAG_1193	0.36081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_sp_109	0	0	0	0.0236	0	0	0	0	0	0	0	0	0.03553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06184	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00557	0	0	0	0
Pyramidobacter_piscolens	0	0	0	0	0	0	0	0	0	0	0.29589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041	0	0	0	0	0	0	0	0	0	0	0	0.01291	0	0	0.00181	0	0	0	0	0.00129	0
Intestinimonas_butyriciproducens	0	0	0	0	0.00802	0.08184	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.01477	0	0.01833	0	0	0	0.07331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00497	0	0	0	0	0	0	0.00386	0	0.02989	0.01186	0.00216	0	0	0	0.07609	0	0	0	0	0	0
Streptococcus_sanguinis	0	0.02543	0	0	0	0	0.00539	0.01137	0	0	0	0	0	0	0.0218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01748	0	0	0	0	0.01183	0.00599	0	0	0.16169	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01716	0	0.03924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0233	0	0
Lactobacillus_delbrueckii	0	0.00619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33292	0	0
Blautia_hansenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20309	0	0	0	0.01031	0	0	0.04886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_sp_CAG_144	0	0	0	0	0	0	0	0	0	0	0	0	0.05521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20303	0	0	0	0	0	0.0018	0.05154	0	0	0
Streptococcus_australis	0	0.00097	0	0	0.00303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16717	0	0.01324	0	0.03265	0	0	0	0	0.00128	0.00773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0947	0	0	0	0	0	0	0	0	0	0	0.00204	0	0	0	0.00538	0.00283	0
Firmicutes_bacterium_CAG_145	0	0	0	0	0	0	0	0	0	0.0137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00971	0	0	0	0	0	0.0192	0	0.00227	0	0	0	0	0.00547	0	0	0	0	0.02153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00035	0.0189	0.1929	0	0	0.00914	0	0.00029	0.01144	0	0
Clostridium_sp_CAG_609	0	0	0	0	0	0	0	0.21154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_vestibularis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00659	0	0	0	0	0	0.27615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00068	0	0.0198	0	0	0	0	0	0	0	0	0.00392	0	0	0	0	0	0	0	0
Romboutsia_ilealis	0	0.00643	0.02178	0	0	0	0	0	0	0	0	0	0.00932	0.00254	0	0	0	0	0	0	0	0	0.00883	0	0	0	0	0	0.00837	0.02272	0.00135	0	0	0	0	0	0	0	0.01014	0.01587	0	0	0.00647	0	0	0	0.01229	0	0	0.01167	0	0	0.00085	0.03014	0.00167	0.01936	0	0.01027	0.0007	0	0.00206	0	0.00146	0	0	0	0	0	0	0	0.01224	0.00073	0.00184	0.00753	0.00395	0.00292	0.00304	0	0.02387	0	0.01816	0.01872	0.00287	0.0031	0	0	0	0.00329	0	0	0
bacterium_UBP9_UBA11836	0.30436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_CAG_12237_41	0	0	0.00652	0	0	0	0	0	0	0	0	0	0.02155	0	0	0	0	0	0.00158	0	0.18054	0	0.01044	0	0	0	0	0	0	0	0.00647	0.00429	0	0	0	0	0.01121	0	0.00323	0	0	0	0	0	0.02356	0	0	0	0	0	0	0	0	0	0	0	0	0.00474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	0.00061	0.01678	0	0	0	0	0	0	0	0.00059	0	0	0
Monoglobus_pectinilyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00908	0.01379	0	0	0	0	0	0	0	0	0.15651	0	0.11124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Collinsella_intestinalis	0	0.29138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Propionibacterium_acidifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02825	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00145	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14252	0	0	0	0	0	0	0	0	0	0.00809	0	0	0	0	0	0	0	0	0.00468	0.00344	0.00887	0.00106	0	0	0	0	0	0	0	0	0	0.02463	0.01461	0.03258	0	0	0
Rothia_mucilaginosa	0	0.01461	0	0	0.02239	0	0	0	0	0	0	0	0	0	0.02982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00438	0	0	0	0	0	0	0	0.03167	0	0	0	0	0	0.01453	0	0	0	0.05031	0	0	0	0	0.00324	0	0	0	0	0	0	0	0	0	0.00757	0	0	0	0	0	0	0	0.01685	0.01647	0.04169	0.00488	0	0	0.00064	0	0	0	0	0	0	0.00179	0	0.00144	0.00817	0.00082	0.0276	0.00291
Sutterella_sp_CAG_521	0	0	0	0	0	0	0	0	0	0	0	0.27021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprobacter_secundus	0	0	0	0	0.05317	0	0	0	0	0	0	0	0.00118	0	0	0	0	0.01037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00628	0	0.05232	0	0	0.059	0	0.07069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00483	0.00049	0	0	0	0	0	0	0.0098	0	0	0	0	0	0
Lachnospiraceae_bacterium_OF09_6	0.00943	0	0	0	0	0	0	0.01736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01556	0.09153	0.0058	0.01826	0	0	0.01091	0	0.00611	0.01843	0	0	0.00995	0	0.03554	0	0	0	0	0
Klebsiella_michiganensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_oris	0	0.02022	0	0	0	0	0	0	0	0	0	0	0	0	0.1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00677	0	0	0.00102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00889	0.00247	0.02764	0	0	0.00188	0	0.0015	0	0.00699	0.0406	0.0038	0.01604	0.00249	0.00333	0.00636	0.00453	0	0.00561	0
Clostridium_asparagiforme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006	0	0.00289	0	0	0	0.0132	0	0	0	0	0	0	0	0	0.14221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07145	0	0	0	0	0.00375	0	0.00483	0.01002	0	0	0	0	0	0	0	0	0	0	0.01213	0
Mediterraneibacter_sp_KCTC_15684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00108	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0.00205	0.0033	0.00841	0	0	0.009	0.00331	0.00343	0.04032	0.00081	0.00056	0.00938	0.0032	0.09264	0.05491	0.00247	0.00028	0.00691	0	0.00106	0.00635
Eggerthella_sp_CAG_209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_CAG_768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00376	0.22941	0	0	0
Actinomyces_odontolyticus	0	0.00686	0	0	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113	0	0	0	0	0	0	0.0006	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03065	0.00252	0.11487	0	0.00497	0	0	0	0	0.00459	0.03293	0	0.00071	0	0.00316	0.01053	0.00281	0.01172	0.00096	0
Lactobacillus_amylovorus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faecalitalea_cylindroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09585	0	0	0	0	0	0	0	0	0.01311	0	0	0	0	0	0	0	0.11769	0	0
Clostridium_sp_CAG_470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02446	0	0	0	0	0	0	0	0	0.01944	0	0	0	0	0	0	0	0.14886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_bacterium_CAG_65_45_313	0.01001	0	0	0	0.00601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0341	0.00355	0	0.01396	0	0	0.00261	0	0	0	0	0	0	0	0	0.01112	0	0.03693	0.00158	0	0	0	0	0	0.00397	0	0	0	0	0	0	0	0	0.00161	0	0	0	0	0	0	0	0	0.037	0	0.00741	0	0	0.00238	0	0.01418	0.02745	0.00088	0	0	0	0	0.00019	0.00636	0	0	0
